"Local SHA","Local Subject","Patch ID","Upstream SHA","Upstream Subject",
"c9f1df5f71a9cc80d971d54017471c963f87e713","UPSTREAM: media: vb2: add init_buffer buffer op","d0868f74ae2b4afbafa0b7da585b1e997529edde","8e013700bc12806d80f31ebe360916987f0e03df","media: vb2: add init_buffer buffer op",
"e3e09d5011a4ff72939ad066155204b18c2adcec","UPSTREAM: media: videobuf2-core: embed media_request_object","ba640255afb1157a609275be7910d4162e3edf2c","1cf96dcc6e79a860d2216a4d1c3edb1676a5798e","media: videobuf2-core: embed media_request_object",
"9a1d425717ba5095db2518c0e45ecf7a1e916b1c","UPSTREAM: media: videobuf2-v4l2: integrate with media requests","6c2b4a28d4942d5b11dad4faf34cdd7a52f70e04","394dc588809158826e2877adb670391829f91c63","media: videobuf2-v4l2: integrate with media requests",
"6731c9859fe2d8c9170861856dd9baeb492e718a","UPSTREAM: media: videobuf2-core: add request helper functions","b14e53df1360cea4e6ee5b9c602d877aa395656f","c07aa48ec57eca649e987e8f19a336d4373b8da6","media: videobuf2-core: add request helper functions",
"3ee139541cc35961fd7876a66407a8dfd3548fb4","UPSTREAM: media: videobuf2-v4l2: add vb2_request_queue/validate helpers","c2958fd3f46aefeac8d00a5767ebf64be5e34818","86f6bd3cf1222c62bcccd76daf1c831f22e595bf","media: videobuf2-v4l2: add vb2_request_queue/validate helpers",
"6e2e3a14a2603194617397ddcfdf9129ddf86093","UPSTREAM: media: videobuf2-core: add uses_requests/qbuf flags","36f5b97d423a2382e3e24882709353d6cd83e601","61add367dda6309ee1702d85344b5fcbd6ede9a1","media: videobuf2-core: add uses_requests/qbuf flags",
"68bb281e1cec7072aa76b5dfd6b800d1c2aec895","UPSTREAM: media: videobuf2-v4l2: refuse qbuf if queue uses requests or vv.","5f805fde379d8a935969523712a59a866dc108cb","9ac8090fda77f072815c209c80fb230e89cda18c","media: videobuf2-v4l2: refuse qbuf if queue uses requests or vv.",
"f39dfb6bf653e00399c147c860b9b142b014dd70","UPSTREAM: media: v4l2-mem2mem: add vb2_m2m_request_queue","e43532a18ae31b232fe9120ae18871929bf56795","803a7ab758252599ddadf5fe9326acee7340d9b6","media: v4l2-mem2mem: add vb2_m2m_request_queue",
"e53e1cfdcbe1a4c857f8f5159376243f40ae391a","UPSTREAM: media: vim2m: use workqueue","9746e230918e4b60ad79a48e2fb2f990caa9123d","144bd0ee304c7d0690eec285aee93019d3f30fc8","media: vim2m: use workqueue",
"e37ca766863eddd8b0b0771e68bac648bd8b96a2","UPSTREAM: media: vim2m: support requests","630e3b2a48b9acce1971eddca239cc8ad56cb620","86b93b2c95f15d6b0c753b17de43db0e7e588f2d","media: vim2m: support requests",
"6317ee9a8cb7299f235dc8592c05b242fa6fade5","UPSTREAM: media: vivid: add mc","3a19f5ec7e8d74f37007d04afd9528e88987b0d8","945b07b1630fd15e556137e31e9c38d01db0fb0c","media: vivid: add mc",
"a0d217dfb7c9ebc2ced5880506ac06c145811e7e","UPSTREAM: media: vivid: add request support","ea449bef45cb1f3db6a0f796654d69e4cf7f7dac","757fdb51c14fda221ccb6999a865f7f895c79750","media: vivid: add request support",
"505e6346f0346c56359c6c0e8c2ebe581a39aa10","UPSTREAM: media: media-request: return -EINVAL for invalid request_fds","53dad92aa80a607acde9af084b5f401d510358fc","34b41472465b1b5a2c6c63255431fb2c1a450af1","media: media-request: return -EINVAL for invalid request_fds",
"a0b296b9db1b00bd81548ec3df68eed1e9c1c6af","UPSTREAM: media: v4l2-ctrls: return -EACCES if request wasn't completed","3ee8b08d7b8ca0ee104a49ef50fc06099af23f0b","b6b84557eca71ae0631be1567fec85870a2c1b93","media: v4l2-ctrls: return -EACCES if request wasn't completed",
"cf67fbaf1ea5af696fbcb89aac35bd722fa9ea30","UPSTREAM: media: buffer.rst: only set V4L2_BUF_FLAG_REQUEST_FD for QBUF","90d4fdd7bb7d1916b03127e89b36864785f2d1c1","dc58a553ba8c4edd26c4f585bbbc16ab2f0ec35f","media: buffer.rst: only set V4L2_BUF_FLAG_REQUEST_FD for QBUF",
"d7b1d7b469416fe3fae3447f84cab9cf81677085","UPSTREAM: media: videodev2.h: add new capabilities for buffer types","8579cf4c55f7c44f4ace81b4455f31e03d118355","f35f5d72e70e6b91389eb98fcabf43b79f40587f","media: videodev2.h: add new capabilities for buffer types",
"2e698b1423046c45286d56d0c4339bcfa856f35f","UPSTREAM: media: vb2: set reqbufs/create_bufs capabilities","6763a46434c5cf8677582f7f0f406cd8e71737e9","e5079cf11373e4cc98be8b1072aece429eb2d4d2","media: vb2: set reqbufs/create_bufs capabilities",
"f4cb3525e424b790e85be17bb0c48f80d73c4ed4","UPSTREAM: media: media-request: add media_request_(un)lock_for_access","8ab49b17a3d0d41271a97e2782d48cc457b13f58","6736f4e948817ca8385bdc6feb5475cdf1eb1ec8","media: media-request: add media_request_(un)lock_for_access",
"2cc61c06d60c0e9f705b319068c40c5decc81cf3","UPSTREAM: media: v4l2-ctrls: use media_request_(un)lock_for_access","356ac2b477dd212b97ae2bcda3ca45f50c84a823","ca6c163399a9f1913efdbeab654a185b3cde03c4","media: v4l2-ctrls: use media_request_(un)lock_for_access",
"964d10ae8c8981f9dc9b01020014d8f4a33f5089","UPSTREAM: media: v4l2-ctrls: improve media_request_(un)lock_for_update","2a24b6b80473229d6ea2e9eb3d805e743aa0f3bb","ffda0b4c2481b2a0faf634abccb1da0d0ba4eddb","media: v4l2-ctrls: improve media_request_(un)lock_for_update",
"d0d9365e2e55175a102d0e6ee4f236a79678deaa","UPSTREAM: media: media-request: EPERM -> EACCES/EBUSY","e99c9ba9577089a563d0c09173efab53bf2435b0","15cd442e79e2a60a725ee5501e4ffb537698c802","media: media-request: EPERM -> EACCES/EBUSY",
"45a161cff398f28ddebbcd3e6c2c549c1abea0a5","UPSTREAM: media: media-request: update documentation","ca491c1c2076ed5cc8cab3026f631eedb0e0187b","d4215edbd4b170b207b0e5a1d8ae42fb49f5c470","media: media-request: update documentation",
"1095e73621ce9ca5e680f2530856fc7815cbb7a8","UPSTREAM: media: v4l2-compat-ioctl32.c: add missing documentation for a field","fe49dabdb522eca9508a5aaa249af413d70c2434","9e39b43612e5cc496b02784a8560ded1ebb9e3af","media: v4l2-compat-ioctl32.c: add missing documentation for a field",
"1e4f02d259e551af91d2d06119e88d8dbc9155c2","UPSTREAM: media: v4l2-ctrls.c: initialize an error return code with zero","798b715bed205bb083794fb0d8e5f1e1df8a1e4b","7390ba4397c1ed069de3b7f88c3f3821d648a582","media: v4l2-ctrls.c: initialize an error return code with zero",
"c0a9ad85a9ebf5a61df41a2baeb6d44a7c18ee2c","UPSTREAM: media: videobuf2-core: Rework and rename helper for request buffer count","30750b7284518e0618b8b4ff67a02a1d3519900d","515c5a7333be87a7d01ab267d94626a454a7e794","media: videobuf2-core: Rework and rename helper for request buffer count",
"8b067c8eda93a8ff652e19a9baf2713266486f7d","UPSTREAM: drm/omap: dss: Move src and dst check and set to connection handlers","f2882d2a5bacf8257efe3072c5e5ed63e5f5dd24","fb5571717c24c264518aaaf1ab4ec4df73e4cebd","drm/omap: dss: Move src and dst check and set to connection handlers",
"01428115d3a6df70ccbc572a02a31275cde26ab8","UPSTREAM: drm/omap: displays: Remove input omap_dss_device from panel data","76fe9043b859e5e724e7cf544f8c9965e2147a73","7269fde4e8c96e67cd39f456cabf3329b06efffc","drm/omap: displays: Remove input omap_dss_device from panel data",
"8cebac64172776123f4e36730e90c5f34d2be3e6","UPSTREAM: drm/omap: dsi: Simplify debugfs implementation","f37a7cdfd521cf6c4a6851dd5627f63373d68a0e","f3ed97f9ae7df6a36025b94e1943492e73691f7c","drm/omap: dsi: Simplify debugfs implementation",
"1dce8027e74c4d71f90f0ec566dae04c87647091","UPSTREAM: drm/omap: Move DSI debugfs clocks dump to dsi%u_clks files","388550e7423d9831b192b9f37189725e6f3b8a84","3ce75d67e44c11c9f84ea0355fe6431a43ce6e94","drm/omap: Move DSI debugfs clocks dump to dsi%u_clks files",
"de5ac0ac51ef4fc9ec9f5d4d972ee71c33ea1b7f","UPSTREAM: drm/omap: dss: Remove output devices list","238726adeda84d3ca463ff0fa4299003c1dc0c41","de57e9dbc1454704a54190cb3b544b841c34301a","drm/omap: dss: Remove output devices list",
"1d89c2cf50a6f3b2d8db48ef5e2e42ca221450fa","UPSTREAM: drm/omap: dss: Rename for_each_dss_dev macro to for_each_dss_display","26cfd0b7232ad35fe33b2c339a89425d8eee628c","92ce521a4841131acf9af41e5bc772990ada06dc","drm/omap: dss: Rename for_each_dss_dev macro to for_each_dss_display",
"8c5fda6ccb17c791017e85942e0829dc14ae5509","UPSTREAM: drm/omap: dss: Make omap_dss_get_next_device() more generic","2ca9e253c1eae2f59c2a7d794a7af732e40eb873","b9f4d2ebf641d157be89a68227a5feb00c961d10","drm/omap: dss: Make omap_dss_get_next_device() more generic",
"20fb076d2d8bdebb65406648af1ae1630c97acab","UPSTREAM: drm/omap: dss: Split omapdss_register_display()","44cf15dde5e260852203875bcf51b8aa9246968e","4e0bb06c0b9a025a5a52f93ecef7658d8f8c3c06","drm/omap: dss: Split omapdss_register_display()",
"de79ed598337228b53cf2292cb525bb03149a0b2","UPSTREAM: drm/omap: dss: Remove panel devices list","9c8b250e0972c99f5a829080cca118b318bb078b","67822ae11971c664f5d28d7914b4b00cff07a9fd","drm/omap: dss: Remove panel devices list",
"42d09cb2a6ecb0f8b45f0013a5951a68554d2f26","UPSTREAM: drm/omap: dss: Move and rename omap_dss_(get|put)_device()","a854e1a89c8b4805d7c4185610c77b1353d6403e","c1dfe721e0966947019c43b65f2837c591fdcb3c","drm/omap: dss: Move and rename omap_dss_(get|put)_device()",
"dc9787be4df7c5d26aa839094c1db1407c2a41a7","UPSTREAM: drm/omap: dss: Store dss_device pointer in omap_dss_device","b70fc3f464c7f56a54c531417eab9fed9896d6e0","f324b2798c871511c64ea4232405e6f248e20d52","drm/omap: dss: Store dss_device pointer in omap_dss_device",
"c39c6a252ae9f58f81eeaf186a13571f2df72377","UPSTREAM: drm/omap: dss: Move DSS mgr ops and private data to dss_device","83e50734c4ab58a51ed7cdad2ea293fcfc1265d5","845417b3b3b0d6c1694394ae6c3e07b281b89f82","drm/omap: dss: Move DSS mgr ops and private data to dss_device",
"1b3105af7cd9020d7e723a9688e604317f21d5ca","UPSTREAM: drm/omap: dss: Modify omapdss_find_output_from_display() to return channel","2ff46275fc3f6849d8c1d23ee6d50868d25654c5","5c718e015a0f1280440f90ebf1c18e2b98a102e4","drm/omap: dss: Modify omapdss_find_output_from_display() to return channel",
"c0984bf36fafbcbc66a7b9a150120be4ae772d9c","UPSTREAM: drm/omap: dss: Replace omap_dss_device port number with bitmask","08ed35eb95392109cf5c15c4920309302d2b5864","4e20bda68e01f723d7fcc4e7d55a4afc78223fb7","drm/omap: dss: Replace omap_dss_device port number with bitmask",
"bd54ab8f5e28b31a719d3ec713ced515073173fe","UPSTREAM: drm/omap: dss: Extend omapdss_of_find_source_for_first_ep() to sinks","7006993547bb808794d88fcc3c2fca4ac2e0d00f","eaaedaf6a1de3be2f62feefc40fa6a711382f1ca","drm/omap: dss: Extend omapdss_of_find_source_for_first_ep() to sinks",
"295165b4725af2e8bbe2da0f06da7143ea0dfcd3","UPSTREAM: drm/omap: displays: Don't cast dssdev to panel data unnecessarily","64fc975b1b272b205771bac775334b966c04f048","a25edf0ea6de6780ef9e8dc489a5c14599c48326","drm/omap: displays: Don't cast dssdev to panel data unnecessarily",
"b0c95046728a2430ba83eb00e607448e065ed720","UPSTREAM: drm/omap: dss: Cleanup error paths in output init functions","b278d5501419bb478da18cec5e5323f1c01da7cb","66aacfe22d53137eab511b3f4d674ddd40a7b1ac","drm/omap: dss: Cleanup error paths in output init functions",
"0d08ea99e29600a7816e5208c9b153d6ab65e74b","UPSTREAM: drm/omap: dss: dsi: Move initialization code from bind to probe","9e30768b6bf05224aae839d60b30925f01949c52","edb715dffdee71bb8216ee4d71c0714d932e9acf","drm/omap: dss: dsi: Move initialization code from bind to probe",
"b557e7580e69612ac432902cee06e7080b5e6ac8","UPSTREAM: drm/omap: dss: hdmi4: Move initialization code from bind to probe","69090f1fef64e8153f4972cbef55d8a295710fff","5fc15d98a06833dd6b4247533fa50e15ada34c5e","drm/omap: dss: hdmi4: Move initialization code from bind to probe",
"d5f024528f7501d02da00b7569485526f4d46421","UPSTREAM: drm/omap: dss: hdmi5: Move initialization code from bind to probe","f79d73bc8f1410034b6e26800584f166a356ef06","5f031b4717349849e4d88edd09c9ec06a4729cfb","drm/omap: dss: hdmi5: Move initialization code from bind to probe",
"a0450448708805063882a0e394e0057a76e637fe","UPSTREAM: drm/omap: dss: venc: Move initialization code from bind to probe","72ced61551ba1aba271498644980d468b2b3411f","c87193267d247c58f4517081d9cd04c8dc6302b8","drm/omap: dss: venc: Move initialization code from bind to probe",
"55ff6f80c4ebac02b51921a7988b433ea0bad368","UPSTREAM: drm/omap: dss: Acquire next dssdev at probe time","97da9fa5c40cace5012ca9c40400e8510fd337b3","27d624527d99265c2df999af3615ff71c29d06f4","drm/omap: dss: Acquire next dssdev at probe time",
"557a6ef9949471e25af7f5e54fe17a8d995c3aff","UPSTREAM: drm/omap: dss: Add for_each_dss_output() macro","eab34ba9f88c2dd40ae5cd9331ecced1baefbb44","f7e376aece4636afb0c4da5ce54d5e805ce47a76","drm/omap: dss: Add for_each_dss_output() macro",
"f02f922ce5c295cdfb011d59be0d1796b000ec1d","UPSTREAM: drm/omap: dss: Add function to retrieve display for an output","31ffad78fdf11e26289849f4ad2f7ea8402655c1","bea131966ffab271e8c3b33e37244ad340fb7876","drm/omap: dss: Add function to retrieve display for an output",
"f0ecff3932863276f9e547ed5550c26e2cc26cba","UPSTREAM: drm/omap: dss: Remove duplicated parameter to dss_mgr_(dis)connect()","b38f74ef22f4adf3ffecb8ad13f2fa29f4e4ecd6","a48bc6ac2c6cd85bc079fc859ab14ea844e812cd","drm/omap: dss: Remove duplicated parameter to dss_mgr_(dis)connect()",
"cf6a1130b266ddd5124720fa5406e3aad865ad3f","UPSTREAM: drm/omap: dss: Get regulators at probe time","1428695478fcdee9f445cff4968988992fee7312","8a36357ae3b2d1b4647d20bc806d524c21132572","drm/omap: dss: Get regulators at probe time",
"14308f2eeae922e91fcd2b63b1e46f70c17185f9","UPSTREAM: drm/omap: Remove unneeded variable assignments in omap_modeset_init","1860e96c4597db9eeaaee4c01e159b65131e4bac","f96993630445b7bf0aebc67288f804035ec46fc6","drm/omap: Remove unneeded variable assignments in omap_modeset_init",
"0504da00e85fdbbdc955b90a3c821e842d54d3d8","UPSTREAM: drm/omap: Create all planes before CRTCs","162267f6c3160fbb0c2240465d9a240d4d0a7c1b","ac3b13189333c224e800b3421ac89536d0109b78","drm/omap: Create all planes before CRTCs",
"c7d8f73fac9cb96e0caf1a712d70bcdacf51aa10","UPSTREAM: drm/omap: Group CRTC, encoder, connector and dssdev in a structure","a46a492f1b38e51a278aff27b371ee8252387135","2ee767922e1bc7ede9ceb7aed9a14141480836a7","drm/omap: Group CRTC, encoder, connector and dssdev in a structure",
"23d32cc5eec0b3ee8fdf0daf5a0af39142f79719","UPSTREAM: drm/omap: Reverse direction of DSS device (dis)connect operations","8c6d0d7adfdf0e6ab20e14ef985346d58675073f","511afb44d72aa7b6b871fa71f829afaaa27e84f0","drm/omap: Reverse direction of DSS device (dis)connect operations",
"0cda686effae062890625a8212b11b99112ebb69","UPSTREAM: drm/omap: dss: Move connection checks to omapdss_device_(dis)connect","bbf104d704a188b24d8e205fd4215a971be6a91a","79ddb2f0c348e991edca106a0e5ab414a822ccfc","drm/omap: dss: Move connection checks to omapdss_device_(dis)connect",
"c1b586124cf9131bd8f8b3c43347cbe7f1366054","UPSTREAM: drm/omap: dss: Move display type validation to initialization time","04b4a092901f1fc9cda25b53884cb22321afc7d8","713165561b7e372cd21f34bfeb82188361569f74","drm/omap: dss: Move display type validation to initialization time",
"9ff2609e805fea73ccf897e22b790bc3218da024","UPSTREAM: drm/omap: dss: Merge two disconnection helpers","9f55f095b99b04ebe7cec8f99a17bf5c17bb5382","3be0f15bd6e94aa17a571020704bde413342e8eb","drm/omap: dss: Merge two disconnection helpers",
"12aba78550266e10aff6df8b643959404c5d4a99","UPSTREAM: drm/omap: Pass pipe pointer to omap_crtc_init()","30334dfdcb66eee45814bd17d5923c5150d9ba5f","00b30e794ffc3bd8f4c6dc357fe7e881ae6e5373","drm/omap: Pass pipe pointer to omap_crtc_init()",
"93b98a86f4d2db45daee0b76566501626b47494e","UPSTREAM: drm/omap: Store CRTC lookup by channel table in omap_drm_private","16ea910a852b0698e42f295d3eadc03c3526a7c1","e48f9f16a16a6ee1befda6d8e5486234ac3a5162","drm/omap: Store CRTC lookup by channel table in omap_drm_private",
"32b685595c228fda9953682f90b058272591f8ae","UPSTREAM: drm/omap: Remove omap_crtc_output global array","882aa157183c2bc66e23b3d5b313299fc6ad8576","67dfd2d3d0c24217e12d82909f88dfadb04f34bb","drm/omap: Remove omap_crtc_output global array",
"50d16f4b2ebb3943bb3e1f8ee787df4a62670e87","UPSTREAM: drm/omap: Remove supported output check in CRTC connect handler","d1cb1428f8502c6259fe12de98cabd6dca871968","d25a7d67465faa28062323d46a1d755d3ae6abc6","drm/omap: Remove supported output check in CRTC connect handler",
"b1a4f085bc897822bf9a379ea91b028577e27756","UPSTREAM: drm/omap: Set dispc_channel_connect from DSS output connect handlers","414f0bc6551b46bd62f8a31fc11e634809a680fc","0f37938c7c432c7737d85940475bcbd3c362447e","drm/omap: Set dispc_channel_connect from DSS output connect handlers",
"ca64186f2889af137d62c3db0d45d141375c46ce","UPSTREAM: drm/omap: dss: Remove the dss_mgr_(dis)connect() operations","78392a96588b124f84d55fbb5576cec50b75603e","43f7078f6b6f8fed8edfbbdeff83e276306e5e6e","drm/omap: dss: Remove the dss_mgr_(dis)connect() operations",
"756a041fe69828ab3ed55b48afa399c0f366e82d","UPSTREAM: drm/omap: dss: Remove unused omap_dss_driver operations","d26b9f3b31f7989ddb61178ae99fc2e7ab9df930","e553ea09e26810221707e16842e8c7e05297ac75","drm/omap: dss: Remove unused omap_dss_driver operations",
"2b594b948cfc9e60116a69119df13dbf8607810c","UPSTREAM: drm/omap: dss: Remove omap_dss_driver .[gs]et_mirror operations","581bc0665362e533632f59bcedf6f3461827264b","6f7ae8c29242df34386ba9cbbc77ba21f69ac18e","drm/omap: dss: Remove omap_dss_driver .[gs]et_mirror operations",
"5f20bf7f04a8cfe939033ae9fbbfcb02cdf30a87","UPSTREAM: drm/omap: Remove unnecessary display output sanity checks","bf7c566e2e3ea63eed3d8d902db651e046754904","a4e9ecf4bb19f13bbd346fae646e7d9ce33db3b8","drm/omap: Remove unnecessary display output sanity checks",
"580fddbd61a0868fbffc0b8fb8d3b368fd8db814","UPSTREAM: drm/omap: Check omap_dss_device type based on the output_type field","f25a5317342af708aff632fdc5b7e4dd383ada17","1298977f0c8a06743dad0bf64d9a9e5a1e863fa3","drm/omap: Check omap_dss_device type based on the output_type field",
"09bdbf477c980e508f4925a1b44d0c374ec0a646","UPSTREAM: drm/omap: connector-hdmi: Convert to the GPIO descriptors API","02fe66e29f487c2828b0b628455561fa74368cee","ede880e1825bfe267088afcf1c096ec62713f005","drm/omap: connector-hdmi: Convert to the GPIO descriptors API",
"3678842fd6484a3bc798a0314696d00b7b53fa0e","UPSTREAM: drm/omap: encoder-tfp410: Convert to the GPIO descriptors API","f8ba4efe5085be702210d47f115bc355550784b4","ac2d1fcbebd6e9ff3a5ef645f88611a6ba9b4ece","drm/omap: encoder-tfp410: Convert to the GPIO descriptors API",
"fff99c6d7854271ec3640484eff6285a91be82c0","UPSTREAM: drm/omap: panel-nec-nl8048hl11: Convert to the GPIO descriptors API","38e72c7dc9a34284851ea72022050f48be3b7651","57e0478a29cf280c8ea26d06d393994ff336eeb6","drm/omap: panel-nec-nl8048hl11: Convert to the GPIO descriptors API",
"8fbc9cc52dd7d3b7831128eab5c3bb3544df4ae8","UPSTREAM: drm/omap: panel-sony-acx565akm: Convert to the GPIO descriptors API","a36af14cd884d992f922c6179bd5eccaac05036c","aec338cbf8c3c86e318eac4d896087ac78fc85b9","drm/omap: panel-sony-acx565akm: Convert to the GPIO descriptors API",
"9f85cf72779d3813d552801d58c9e7cadb3ad3c9","UPSTREAM: drm/omap: panel-tpo-td028ttec1: Drop unneeded linux/gpio.h header","c3dcfb71079a91f10ab0e7feca854541ccea6cba","2167f9e28a30a4b129b2464fbc5ee8c15e254ff1","drm/omap: panel-tpo-td028ttec1: Drop unneeded linux/gpio.h header",
"540460035cae78bda94100def1b598531bfc78a2","UPSTREAM: drm/omap: panel-tpo-td043mtea1: Convert to the GPIO descriptors API","4bf8fa80c7ba5e8399c76e40c61d38b5d7cc8062","e7df6571024ba791c6521efba5b3875724c47af6","drm/omap: panel-tpo-td043mtea1: Convert to the GPIO descriptors API",
"4e40a0bff7834fe2d3625cc58c9d31539018b4ef","UPSTREAM: drm/omap: Move most omap_dss_driver operations to omap_dss_device_ops","82e8ed460aa22dc98254a2965725a4a8759b12fa","83910ad3f51fbc0e6546b60aafa90697b5127a8a","drm/omap: Move most omap_dss_driver operations to omap_dss_device_ops",
"4cb51d51f7b07f8a50e8945537ff0895dd85458b","UPSTREAM: Accept partial 'gpio-line-names' property.","a37317e007795fb1145970577a716e2f070f7345","8dc196974429b28f1a2f2563d30d02b7561a46aa","Accept partial 'gpio-line-names' property.",
"4d24cb92437f71eb45fab36fb409aa0c1f68f211","UPSTREAM: drm/omap: dss: Add device operations flags","f2d5fa8d1e7900c0f42e010e28a705df9f56b04c","09e5bb6d5b94929d9b0c17eec56c2f5d19886514","drm/omap: dss: Add device operations flags",
"949a0ecdc63e751ebab49ce2bbb30db31f7e3e8b","UPSTREAM: drm/omap: Don't call .detect() operation recursively","a9e5c17f6807eb57b17f7cc06a772211a0872730","f2ea55775e0591aa292e2e8d9707d0196df73d61","drm/omap: Don't call .detect() operation recursively",
"1484624b56311c9e37d475c9989611f0945dd03c","UPSTREAM: drm/omap: Don't call HPD registration operations recursively","e2c1cb329f096c332cf2199a601a4ea8246a78ad","949ea2ef3fed4e1d0f9b80ec21ed81a9833ac248","drm/omap: Don't call HPD registration operations recursively",
"8679ea4bccc8600e58971ae00767d3c78d92c514","UPSTREAM: drm/omap: Remove unneeded safety checks in the HPD operations","7f2b95c3e59a1e11e2a57a00c00a281ff14c0257","a21a8f3c93e1a95cc811a1297ec60aa455a6c523","drm/omap: Remove unneeded safety checks in the HPD operations",
"7f3dc466b5218ba8da8f754d3d47eba908c21270","UPSTREAM: drm/omap: Merge HPD enable operation with HPD callback registration","13ae0f763a5b1546ae524bbb1f2450aee5ce7439","18412b667c96d1a5210f33191e128866a72cea07","drm/omap: Merge HPD enable operation with HPD callback registration",
"c4605121f88cde7c11082b7e427f33aa5b9116a9","UPSTREAM: drm/omap: Move HPD disconnection handling to omap_connector","bc759177b07b2d0603e6558b2d543f52279718d3","f006325cdc8008b015b47d830bce072adf40f313","drm/omap: Move HPD disconnection handling to omap_connector",
"121ee9c9687fb638e3a7e4c83eb3c1d9531bbf84","UPSTREAM: drm/omap: Don't call EDID read operation recursively","540ea3b3605ec8f74cee86131538e188d9105dac","90279e9518da8488982e9d5704b890fe0e34ad30","drm/omap: Don't call EDID read operation recursively",
"70ab6dfe53f33134fe990e72eac12e06c4fa2da9","UPSTREAM: drm/omap: Get from CRTC to display device directly","fdd830b3c2747fde20e2aecc39b44ea54011e41d","70f9cbfc56a3239ff65796e024b4bbf653d1e0ba","drm/omap: Get from CRTC to display device directly",
"c645509a7801813bc44bf4e2a7b26ab51416a974","UPSTREAM: drm/omap: Pass both output and display omap_dss_device to encoder init","ccd3f014c2575bab809c14cca9691fe86c86a740","d96aaada55553b9e4264a2f2c8cc9599f027cd28","drm/omap: Pass both output and display omap_dss_device to encoder init",
"182edecd1fbbf61d1b1ad075529fd233c764bd83","UPSTREAM: drm/omap: Don't call HDMI mode and infoframe operations recursively","47a49ccc810677ef40e336456eb83743298c1980","7805d1e5098c1a90e5feb153809b16ba890b03e4","drm/omap: Don't call HDMI mode and infoframe operations recursively",
"f57b413afabaa1c06ab6c5d477bd975dfb346cea","UPSTREAM: drm/omap: Pass both output and display omap_dss_device to connector init","d18cf57d916868415bfaebb2c206a7be7bb83add","47a3ee27934a7a774be4aa1733c662f33e1ae656","drm/omap: Pass both output and display omap_dss_device to connector init",
"868cb165e78e861023b0bf97e49056252405a841","UPSTREAM: drm/omap: Determine connector type directly in omap_connector.c","92a4ce0307f40a3b6d782438ef68aafca6a49ade","52c5dd2a7bed1610a37f89aeb4f73ad8fbba05fc","drm/omap: Determine connector type directly in omap_connector.c",
"8376812d40223a9548e6be11f67260a668a60005","UPSTREAM: drm/omap: dss: hdmi: Rename hdmi_display_(set|check)_timing() functions","ceb9fa741ef02481ccc8a33b0fc7101c8026fd5f","ec68cd5a18e16318969e0e59a7d99513dcfa2d02","drm/omap: dss: hdmi: Rename hdmi_display_(set|check)_timing() functions",
"e6dbbf4f29e914dd466de3c97d8014ae1fdd140a","UPSTREAM: drm/omap: encoder-tfp410: Don't fix timings in .set_timings() handler","73d0b47bb44f42414ae3a8c539981cecc177de09","9c626dee5cdb13aad5aa1448e08186bf6452647d","drm/omap: encoder-tfp410: Don't fix timings in .set_timings() handler",
"97589fae14855ae4d05dd20aa48798f8ab7b3b3e","UPSTREAM: drm/omap: Make the video_mode pointer to .set_timings() const","9f6caf3d66997efc1ea4075eb39d7421fbc17aae","8fe1d36100c84ab1b501771252755d75ddcb6bff","drm/omap: Make the video_mode pointer to .set_timings() const",
"302e51ce810a909f8e2ccb9c50207cf249201098","UPSTREAM: drm/omap: Remove duplicate calls to .set_timings() operation","c4efee83e11778f14c7bb5b686a9fe6f2b4d457a","bb23800c887da3a96297ec3d4a09b6bd887ce503","drm/omap: Remove duplicate calls to .set_timings() operation",
"21e9e541a994a66aa21e862be17c56c6e8ea931e","UPSTREAM: drm/omap: Remove unneeded fallback for missing .check_timings()","357b95d6d921adaad5eefa020d3df32315676b24","138fe53ef8d341dd27a0f01d55f8774d33b880f8","drm/omap: Remove unneeded fallback for missing .check_timings()",
"f95caa163e313b416a40bf329c334f8006837054","UPSTREAM: drm/omap: Don't store video mode internally for external encoders","ad9782294a76381a753942f9874bb546ee5b3546","26c91a3898f1fd52af4e90d03ad740586112a6f7","drm/omap: Don't store video mode internally for external encoders",
"0401356124367f4a37e61875e27e8568c3fad239","UPSTREAM: drm/omap: Store bus flags in the omap_dss_device structure","da640f53b7b3ce5be017f657dee2412c6d41c3a3","b4935e3a3cfa456b356e9714e75513be672c227e","drm/omap: Store bus flags in the omap_dss_device structure",
"5fde83e67b3d578f9c6f5d66562a69fd42c6096b","UPSTREAM: drm/omap: Don't call .check_timings() operation recursively","ca43e40afef33d7bb8c3da618841e44edac9fbb7","28120302c2fdf29b515c8cbd4e3a3867cb0cde7d","drm/omap: Don't call .check_timings() operation recursively",
"7b46b6da950aea9703ee0445cce49255873048dd","UPSTREAM: drm/omap: Query timing information from analog TV encoder","2b2fc43f625ff27273b2a5c5038298e9ef69a880","35d944cbee2199312c6832a4acd0201a921545f4","drm/omap: Query timing information from analog TV encoder",
"8ce224d301a7080010742f5d66ce3f4951d3d7db","UPSTREAM: drm/omap: Remove .get_timings() operation from display connectors","178de81bb33eb9505c4c9c997140d2a7a0cd95c9","ca6e968b9326a17d072b14b658fff538466c6bd2","drm/omap: Remove .get_timings() operation from display connectors",
