"Local SHA","Local Subject",
"f31080071fedb992d4f6811ad960e00a563b5d42","FROMLIST: dt-bindings: mt8183: Add sensor interface dt-bindings",
"dfd87e4b22ee5a08d8b3f66c92f4dbe7b4d406ba","BACKPORT: FROMLIST: dts: arm64: mt8183: Add sensor interface nodes",
"460d79c74d89329c715f046a54c1e8394ac0d76e","FROMLIST: media: dt-bindings: media: i2c: Add bindings for ov8856",
"e09014601ed43aa5a9b9c4fff1f2bb56d1eff1fb","FIXUP: FROMLIST: media: i2c: Add DW9768 VCM driver",
"c352472d3904d7e191fb3c73ea54b8cfd5e16974","UPSTREAM: xhci: fix possible memleak on setup address fails.",
"38dc590e51bb09c378eb2b19096b6d62b0cd036e","FROMLIST: ARM: dts: rockchip: Add cpu id to rk3288 efuse node",
"b4c4471b8bb7f2e26fc5121ee2018b0f24524c03","FROMLIST: ASoC: Intel: cht_bsw_rt5645: Add quirk for boards using pmc_plt_clk_0",
"bacfdaec437519da00f01899e6000c8c6bd652bd","UPSTREAM: ASoC: mediatek: mt8183: move private structure",
"299526aefa778809142d264f1cd5d89e968d1c09","UPSTREAM: ASoC: mediatek: mt8183: move headset jack to card-specific storage",
"09177620d3ce3478025805b70b4c247f5bc7e26a","UPSTREAM: ASoC: mediatek: mt8183: remove forward declaration of headset_init",
"f0162592ac692a053c4c20ba25a4b5d9f4b7452f","UPSTREAM: ASoC: mediatek: mt8183: fix space issues",
"adfa44d33d6412344a43e122a151b4bea9cf54ca","FIXUP: FROMLIST: media: platform: Add Mediatek ISP P1 V4L2 device driver",
"77ca5f6a4c0094dfe08467aa27146a6ba4ed5cd7","FROMLIST: pinctrl: cherryview: restore Strago DMI workaround for all versions",
"f722bfe88d837849082b46b1a43649dea50df88b","FROMLIST: rtc: wilco-ec: Handle reading invalid times",
"74d98acd1722c1a7b7a16f7e93de0f170203fdc0","FIXUP: FROMLIST: drm/mediatek: change the dsi phytiming calculate method",
"fdcc6ddd33314695812d591b1eab9db0408c5fa5","FROMLIST: drm/mediatek: add dphy reset after setting lanes number",
"04231394e41892a18b678d15b80d2f74681f94b2","FROMGIT: mfd / platform: cros_ec: Rename config to a better name",
"d28145df1afe7b262194736cfe89895c21369817","BACKPORT: FROMGIT: mfd: cros_ec: Use kzalloc and cros_ec_cmd_xfer_status helper",
"787a03bbc57695d7c37979fa14fd3a0d676728d6","UPSTREAM: platform/chrome: cros_ec_chardev: Add a poll handler to receive MKBP events",
"1d4aca27b1d3eb5425349563a4fdda36b9f7e303","CHROMIUM: Revert ""ecryptfs_lookup(): try either only encrypted or plaintext name""",
"c8d104786bd29308532fc3df1e1631fa43748423","CHROMIUM: Revert ""x86: Remove FAST_FEATURE_TESTS""",
"d1d415086d58d07d0389913d03161fe44c98f40e","CHROMIUM: config: add configuration files and infrastructure",
"1ad808161915b4eff61acff528449812066f5238","CHROMIUM: Ignore the top level build/ directory tree.",
"a8201cabbadc603731e814239c072676200dbeea","CHROMIUM: setlocalversion: check for .scmversion in output dir also",
"0ec7407e7c9dc86df1f332f39c89966e451f991a","CHROMIUM: add PRESUBMIT.cfg to disable various checks",
"80923f6939925ebb43a96ad110e54d3269f0d9a7","CHROMIUM: Add file containing known smatch errors",
"e4edd2cca108d7779abb28b94b965b6ab2e3e26d","CHROMIUM: chromeos: Add script to update smatch error whitelist",
"f59797e01339dfebf44e6d488bd250bd9ffe3cd4","CHROMIUM: generate_its_script.sh: script to help create Image.fit files",
"5020dc5f71bdd287b2fa079d63aebb1239a30f07","CHROMIUM: Initial Add initial COMMIT-QUEUE.ini for v4.19",
"2af4c2ed8e33cb4f325bc481e0a2bd27e58b5714","CHROMIUM: config: update configs to latest in 4.19",
"e7343b21d0899218178d7ad1ad5eaa2f7f0d9953","CHROMIUM: config: Normlize config for hardended usercopy",
"5b5dc56fd23956864484edf3a5558784709d0beb","CHROMIUM: config: Enable softlockup detector on all platforms",
"b98c496276911b8bbec2dcba7f9ef0b8e2c3866a","CHROMIUM: config: Build in i2c_chardev on qualcomm",
"285b338603323fb89105c19fa95e77f78a37bc71","CHROMIUM: config: disable CONFIG_EFI for arm64",
"86f750c3b06aa545ae8f46521dadb23453d13b17","CHROMIUM: config: disable VCE block in amdgpu",
"46b120921fd0e0e5f9dc768ee95fbbd1f557710e","CHROMIUM: ACPI: Read TSC upon resume",
"a00c61d31e05fa1dab491251e416ad7886ad3ecf","CHROMIUM: acpi: thermal: initialize tz_enabled to 1",
"7d16e871852c68252b9e79f01f9ad02bb7fd45bd","CHROMIUM: acpi: thermal: honor ""mode"" sysfs file setting",
"a040ef0d1f2a4e93c1ee05cd9d1a53d4aaf6b606","CHROMIUM: bluetooth: update advertising parameters for single advertisement",
"e142b69f5f3bf3bf7840fc25082d785df022432a","CHROMIUM: bluetooth: enlarge supervision timeout to 2 secs",
"38bd006f614b5438b800f9d19a2566ad1f432f45","CHROMIUM: bluetooth: disable SC - it is optional anyways & fixing takes longer",
"0365ba6bdcd1b97c806a3554a3412dbf595c8390","CHROMIUM: Intel BT 7265 - Fix the firmware download issue",
"9002799485ee393f63dad68838d7237e0859f5da","CHROMIUM: Bluetooth: btusb: Avoid race condition during controller recovery",
"f6e3ef262c637be946961e7d9326dca2ff986471","CHROMIUM: arch: x86: configs: add initial vm defconfig",
"0c0040e9a4346c8d82f7c952dad4fde6c4a25b19","CHROMIUM: arch: x86: config: enable CRC32C_INTEL",
"818ba3ff9006a4d8f22f8d790778e841f3126be8","CHROMIUM: cpufreq: cpu-boost: Add cpu-boost driver",
"7087abb8f84f9a05ac26df33c99d81a7b2ac2468","CHROMIUM: drm: Add drm_master_relax debugfs file (non-root set/drop master ioctls)",
"c4a71443b8e827652a65df9d7502039d90fef506","CHROMIUM: drm/virtio: prevent attaching resources with no id",
"ffa1334655bd357a5891ab5e439bd25ba20068cf","CHROMIUM: drm/ttm: Remove wrong warning",
"7a591e78c4e5da16c4dd1cb8fb96bdcafea914c0","CHROMIUM: drm: Allow DRM_IOCTL_MODE_MAP_DUMB for render nodes",
"4b861ca41c0ced061eb99c1043f765b770344408","CHROMIUM: drm: Allow render node access to KMS getters",
"172fd2adedfbeb4358d2d8cb1c84015eb34871a9","FIXUP: drm/evdi: Add atomic evdi drm module",
"6ca9e58fea1b637560e2174b32e2fb80f674adc0","CHROMIUM: drm: Allow DRM_IOCTL_MODE_DESTROY_DUMB for render nodes",
"08d1535a122788ad4d22124454764535a9e9bdc5","drm/evdi: remove dependency on CONFIG_FB",
"40d4fd1a02ec46c9877cd65d79ec2544c81c00b5","CHROMIUM: MALI: Bifrost r14p0 EAC release",
"adc1ed1c45b0bc8f9ad3b0450e41f1acbf00d86d","CHROMIUM: hid: quickstep: Initial add of driver",
"b101b37f0d1b63c161e66456237d37c0a0cccf76","CHROMIUM: HID: input: implement inhibit support",
"a257153c52df5bafc9c5fefd3f7f14e8ee4781bc","CHROMIUM: thermal: mark ratelimits as static",
"08f451ec2e87dd0b80a4046f68dfe0fb28a4f84d","CHROMIUM: security: enable VFS link restrictions by default",
"cf7885268516ac2f0db0cf8ed33e42b2f7c68acb","CHROMIUM: ecryptfs: Have the kthread open the lower file under SELinux",
"69b200ee3a737b49df77231bc32340d14e2af048","CHROMIUM: ecryptfs: extra printks for metadata reading errors",
"d99eb4d809c342b6c7a611c04989a1aecd169b50","CHROMIUM: esdfs: Always init the sbi list",
"89f2aba490acc8d23e7844a526d1bfc255f957a5","CHROMIUM: esdfs: Switch to pkglist",
"28b9bc9bffa71d83fa8c9c7eb3d8ae423e273c29","CHROMIUM: esdfs: Add compatibility for user namespaces",
"a72c7e4424bc84f264b58fe6a78ddd029d625bd8","CHROMIUM: esdfs: ensure private data exists in kill_sb",
"570210390a79a64a6886db61c43c2d4d0ba912cd","CHROMIUM: esdfs: Call lower fs's revalidate",
"4bab448ce8bc87efd0354021873c89e88cde25b5","CHROMIUM: esdfs: fix esdfs_destroy_inode for the inode RCU approach",
"f8c25db562b0d953b622250addbe7aeef7634551","CHROMIUM: esdfs: Allow non-owners to touch",
"b73623447c58a35489997ec59150200d0dfdd0d0","CHROMIUM: esdfs: ->iget fixes",
"6ed356f75bde2c0698e193b125bbdb45bfd8ee30","CHROMIUM: esdfs: Don't do d_add for lower fs",
"e63529318e03341bf54a10b81d783b466d471fa3","CHROMIUM: esdfs: Add support for d_canonicalize",
"f7a5bb9ed01b4a2276f7c7d7d7869c6f04b31186","CHROMIUM: esdfs: limit stacking depth",
"dead823e37d241eac539f99bb3fef9102d959ee8","CHROMIUM: esdfs: Change inode matching for obb files",
"9b180a0271810ec6c02fb386472f4d12088f2b88","CHROMIUM: esdfs: use d_splice_alias",
"5955aadf5b6d9825ce4cb1e6d6d3547de2d860df","CHROMIUM: esdfs: Use mount_nodev/kill_anon_super",
"a82514c450d9c7a3582092dab98a911f68ddf703","CHROMIUM: esdfs: Switch to qstr_case_eq",
"daf691dd96cd1e980336126af0bfed753416a408","CHROMIUM: esdfs: Add lower uid/gid modification",
"da369595a447f18a84d0731d8d67138ea256dea1","CHROMIUM: esdfs: Add sdcardfs style options",
"0a5d8c6147005d472b1439bb8a8b271bab0049f7","CHROMIUM: esdfs: Add default_normal option",
"bef1703e171f7efadf354e0f2aad3d52a0d2be8e","CHROMIUM: esdfs: drop dentries on d_delete",
"b21571bc1455f78e4d7f7bbb98c57d7f5ebef4f2","CHROMIUM: esdfs: Fix default parsing",
"d8a34640927dc21d3cf9d4ba06fb55527d6ef15f","FIXUP: CHROMIUM: fs: Import esdfs code",
"d367e70e4bdca72dfb092662962f36385fbb40be","CHROMIUM: ns: Export user namespace helper functions",
"24ee8019f75ee4e359f57e1e5f2535db5b40b623","CHROMIUM: esdfs: Add option to set base namespace",
"9a1e0c9466e0f376460ff82b260080cecd299c51","CHROMIUM: esdfs: Interpret options in current ns",
"0cd22e78885f5cf2291c07749b97598b1708bd8c","CHROMIUM: esdfs: Check for d_fsdata earlier",
"dea9df3d413415c03f7e1afa9f7dd1609907a8da","CHROMIUM: esdfs: d_make_root calls iput",
"65665b38f30870b6a4659bafe2fc562845bfe1fd","CHROMIUM: esdfs: Set s_root to NULL after putting",
"378dbdc22a4767de7df4e5bf5aed297438f7d410","CHROMIUM: esdfs: Add support for special download folder",
"82f462fad3e3e98e900aa105db4d29a567a53b86","CHROMIUM: esdfs: use lower path for Downloads",
"881d03ecb750df421f4c2ed1a28dd88d016421fd","CHROMIUM: esdfs: setup default Downloads permissions.",
"26425f66f343bde59c42f6f61d9d2f667b51fc23","CHROMIUM: esdfs: Fix lower ownership for OBB files",
"9e9a6653ab2b480a124f4ad79bd5d7feab3e0baa","CHROMIUM: esdfs: Don't cache unused entries",
"b70bcf396b02fb74fc69635926b8ad97a1b28ae4","CHROMIUM: esdfs: correct dentry name hashing and getattr.",
"c08d613f6c731213e58038067c167a0597d889cc","CHROMIUM: pkglist: Add dependency on CONFIG_FS",
"70e3a8051925c6e35d381dfc279e3a5e54b6a37b","CHROMIUM: input: Add ""inhibited"" property for input devices",
"1a6ca4bbb55651fe4ce6f768f9e5567ea04fd091","CHROMIUM: Input: elan_i2c - add support for inhibit/uninhibit",
"7d0ce9125f97fcef06366a97fad2f43bb18d1914","CHROMIUM: Make tsl2583 do async suspend/resume",
"58f6309e66f450baadde77bacde2c6c2d08593be","CHROMIUM: acpi-als: Add a tuning parameter interface.",
"ae643ed73b309d99fe71477dedecb2a773e7074a","CHROMIUM: iio: cros_ec: Avoid out of bounds memory access",
"a5665ff73700f197b141df07c097a073e9693ac4","CHROMIUM: iio: cros_ec: use core mutex in sensors_ring",
"2f6b0664a9f5ea07f85a23fea9a9b24bb6f54d94","CHROMIUM: iio: cros_ec: Add protection in FIFO processesing.",
"9e3fd8aabbd3e6e34a544266ed38446d099a4589","CHROMIUM: iio: cros_ec: Enable EC fifo int when buffer is used.",
"ffe1777ac23185d402c932530cf6c13576f94269","CHROMIUM: iio: cros_ec: Fix a kernel panic when processing first ring message",
"a64ff8a626a71bea39354f05c7acbe2a5909300c","CHROMIUM: input: Allow buttons and switches only",
"77d6f83773eaa29a86d1dca554a20c5a19ef45a8","CHROMIUM: drivers: input: keyboard: Enable cros_ec_keyb driver for x86",
"1a0373bc918e46a517ce954cd586fb29f231d3d9","CHROMIUM: md: dm-verity fixes chromeos needs",
"6baa6f90445a7a950c97023b805513123dbd04ff","CHROMIUM: dm_verity: speed up boot when not using verity",
"b157332aa0375465d547dfcdbf2b63ebfb3ca51b","CHROMIUM: drivers: md: dm-verity-chromeos: Fix bio ops and flags",
"a20025df61fc5d5d149224df803686ee94d45799","CHROMIUM: drivers: md: dm-verity-chromeos: Add proper error prints",
"cd6dae3cd4637d08bf6f4672f87fa9929fbdf155","CHROMIUM: low-mem: improve detection of low-memory conditions.",
"8fb71ef7b6eca2909f181f58a7b98abf3999ed86","CHROMIUM: low-mem: Fix incorrect logging in debug code for low-mem-notify.",
"12a973b9646dbef30fb7b601a240e7f296ecdd46","CHROMIUM: low-mem: fix sign of free memory calculation.",
"405e19006b0fe50db4eae70c0ea4e52ddbea3ce4","CHROMIUM: change low-mem to chromeos-low-mem in /sys/kernel/mm.",
"1fa6b9516423e6b184dffc1798337a1300132a4f","CHROMIUM: low-mem notifier: lower default, change units, enable disabling",
"8249734249c731b5227a8f0b40c8ece82154b2b7","CHROMIUM: low-mem: add ""on"" command and fix error case",
"fa92fb263868747ae7c64d8e7ca0fe51ac83709e","CHROMIUM: low-mem: work with swap enabled",
"d950f3448614c16a878fa628757327bc398ae6c7","CHROMIUM: low_mem: Use get_nr_swap_pages()",
"d2902ec012e87d49a831499cdb019d067e8dea91","CHROMIUM: vmscan: add min_filelist_kbytes sysctl for protecting the working set",
"7d8e3cf4dc72f8dc411717b1a7aaf6aac344bb41","CHROMIUM: Consider min_free_kbytes in low memory notification.",
"36c695647e8c2e20538c0c75f799717a72f11aac","CHROMIUM: mm: lower oom dump burst limit to 1",
"705c56164a14f2d65c1ecbb4923c18f3b510c6c9","CHROMIUM: low-mem: Add ""available"" sysfs file.",
"950d9e4560cac988755997978e1399efd1546a74","CHROMIUM: low_mem: make ram_vs_swap_weight configurable",
"1968c6db14a57d59d3fd80a9e85e77cb1b549d28","CHROMIUM: mm: vmscan: Fix redundant scan loop when file page count is low",
"825100e54c02cdcb73fb03dc7910488c6b7b0020","CHROMIUM: low_mem: fix file_size underflow",
"2488af57d2421e5a6332bd829f4282ccbbe8959f","CHROMIUM: mm: Allow file page scanning when swapping is disabled.",
"e0509f4160bce896047dcfb796296eb3d52fe022","CHROMIUM: mm: low-mem-notify: fix LRU counter usage for 4.14",
"da545b500aef86782a39a798c3b9dd7979cbe172","CHROMIUM: low_mem: use enum node_stat_item directly to get memory status",
"a1f90f2a37a3e4e52d7703515fe21c6b16706224","CHROMIUM: low_mem: notify low memory when anonymous is low",
"785186ff7513349e6e0a745947df94b6777b59bd","CHROMIUM: low_mem: log low memory notification with rate limit",
"7089cce5f92cf55d8d57cd3c9f453dc2ee1d84a8","CHROMIUM: driver core: Export driver_probe_done",
"18486745b3560d82aa1dc3faa11ad2d2ecf7625e","MOBLIN: fastboot: remove ""wait for all devices before mounting root"" delay",
"1b944fcc75978529942e762d8cf0dc21d6531a91","CHROMIUM: Add -Werror build option",
"9b6a0966752d65b705932d50ccb755f9cf8644b3","CHROMIUM: lib: zstd: Add check for OF_base array bounds",
"f658cf75953e699047d34fbbc601e6bc959f6b7c","CHROMIUM: i2c: Add device property for probing",
"cd745412d116386f864eb16763e2556072a5e5e6","CHROMIUM: net: cdc_ncm: temporarily ignore Huawei modems",
"58434c6e560edc267d4bf360e1082590d62a09f8","CHROMIUM: net: Increase net.unix.max_dgram_qlen.",
"ebd90eee458fdee59e10e2429cb2fe585ece0c73","CHROMIUM: net: xfrm: expose xfrm_acq_expires sysctl to namespaces",
"90eaa10192d55643b6307d12a8805ab1ad7bbd4d","CHROMIUM: PM / sleep: try to runtime suspend for direct complete",
"485b5dc59510fae9914c17e4b3c75477dee4cfbb","CHROMIUM: add test_module module",
"d584c3b1cdb43d772ec6db8ca5c0c86cdfc83c00","CHROMIUM: hung_task: dump all UNINTERUPTIBLE tasks",
"2129e40c8f711f11719390c6991d94d1c62b258f","CHROMIUM: Handle exiting process in audit_log_d_path.",
"92edf158537601cc20688fd5c178b7fa095a34db","HACK: CHROMIUM: temporarily slow down the NMI watchdog",
"611df5848ac74ea633cf7da7fb8773a29a14670c","CHROMIUM: scheduler: panic if scheduling while atomic",
"39c7ab141aa802cf034e823a6441ff98189fadde","CHROMIUM: scsi: allow scsi devices to use direct complete",
"8ff7bc53d243c77eecad07e6afd23cae37330d98","CHROMIUM: kernel device_jail",
"6e82a3c5a18a25052cbb84831d30dd19878ff011","CHROMIUM: compat jail-control interface",
"90568b256a5bdd5dbfe15c8bf9ef762e417f4324","CHROMIUM: device_jail: detach all interfaces",
"8101decd5fadfe86b5b9c4f0f656efb671b60dff","CHROMIUM: LSM: Deny mounting filesystems as exec in unprivileged userns",
"e9eb0fdf4c2c68474cf5b6bb29c5d95ca26209fc","CHROMIUM: proc: make /proc/self/mem read-only",
"72b79af0a1081ab6b0d0c13f00b42de17ce10a95","CHROMIUM: device_jail: use a drop_privileges function for lockdown",
"82435d397fe577d95bb7b98186bbe9e24ab2bc58","CHROMIUM: ASoC: max98090: Remove msleep between codec turn off/on",
"fa88d50cde53f1fb7a73891e2a491f87868257a4","CHROMIUM: ASoC: max98090 - Expose HP out enable.",
"88f947dfa2d4b4a7c0dfdb32280b3b94306cfc46","CHROMIUM: ASoC: DA7219: For Grunt save and restore state of register on S3",
"b9d0b8227f60a46abb6b8d2fc82bb758d0046bac","CHROMIUM: sysrq: treat F10 as magic sysrq key",
"45c09496232fedc228ea31bfacab2d4db4ce30cc","CHROMIUM: sysrq: clear sysrq->active state on sysrq release",
"0e2662603a007d492513c164b607dcc3de155d98","CHROMIUM: sysrq: replay the correct keys when releasing SysRq combo",
"cd82791444e7fb685dcd12afa272d9c2186e2e62","CHROMIUM: serial: 8250_dw: skip lpss pci UART D3 when used with no_console_suspend",
"95a7b66ae5d598b3cf0771a7ee88547ac2f8e5f7","CHROMIUM: TPM: Increase the timeout of the tpm_tis driver",
"3edf872e7920fc2c1738cb68072aea8e8d9e9748","CHROMIUM: tpm: add legacy sysfs attributes for tpm2",
"1dc70359973e5c729fb55820a2c659b0bbb37226","CHROMIUM: tpm: Add driver for cr50 on I2C",
"722461fef031402a909333db43a4eb1ac7d100ca","CHROMIUM: tpm: control deep-sleep for cr50",
"1b33e7096db491c4f1d25daf4e6c1c0b88becad6","CHROMIUM: tpm: cr50: block messages while suspended",
"b6a1abac8682f01d623971b150e93cf22a2c3e77","CHROMIUM: tpm: cr50_spi: Wake cr50 after resume",
"57870cd521fb41387cce989c553b712e9c0fa6eb","CHROMIUM: tpm: cr50_i2c: Do not warn on first transfer failure",
"a3e7c2adbf1e9dcac7ce80df8706568f8bf0cc16","CHROMIUM: tpm: Protect tpm2 sysfs accesses against shutdown",
"29cff0295ea5ac4724808d4c31b478dc2c0a768d","CHROMIUM: tpm: Don't send control-deep-sleep for cr50",
"65de6862a410ff60cd53a2e8285d50885833ce58","CHROMIUM: tpm: cr50_spi: set flow control timeout to timeout A",
"49f18f85c3f905dbda51d87ed84d1377e121bf5f","CHROMIUM: tpm: cr50_spi: warn about flow control timeout",
"48dc13264e98ea8dff6eecadb083756abf93758c","CHROMIUM: tpm: Restore quality of tpm-rng to 1000",
"a826a454cef2f4eac31481e86d337787b11cb715","CHROMIUM: tpm: cr50_spi: fix tpm ready timeouts",
"139b5c428cd7bbf20651eea7e4f041011e971790","CHROMIUM: tpm: cr50_i2c: Set hwrng quality.",
"86dec28696838d69cb5020d3c10d0bd0f1b02029","CHROMIUM: tpm: cr50_spi: reduce readiness delay to 2ms",
"521d5e3ce5ed6449b8e45207dd6a30aacd96851f","CHROMIUM: tpm: fix descriptions for cr50",
"0f7f3d2b8c06a3198209b8ecf0eef3774e540c8a","CHROMIUM: tpm: cr50_spi: Set hwrng quality.",
"dc696162ab651f52cb27ec9a599558a26edcf3f2","CHROMIUM: virtwl: fix incorrect list_for_each_entry_safe usage",
"6e4fee9c54bf006fc8567639911d14d668baaa95","CHROMIUM: virtwl: fix deadlock while receiving VFDs",
"869eeebe295e0f1ad7aa6f100145d1a12e53848c","CHROMIUM: virtwl: change VIRTWL_SEND_MAX_ALLOCS to match libwayland",
"ab985e828858981f363b4d7da485b77002d0402e","CHROMIUM: virtwl: add compat_ioctl entry for each struct file_operations",
"fa1a9f3812c7e62ab9523c301b07987b2071f005","CHROMIUM: virtwl: check for CONFIG_COMPAT before defining compat ioctl",
"d27394a4c5215dd2b4378cc06bbfdfae03a9a1d1","CHROMIUM: virtwl: fix asterisk placement around __user",
"6aa39e3b99742875d0242edb98c86aa56728b0a7","CHROMIUM: virtwl: properly free qentries that are empty",
"c0d9b28d27e0de3f65673a784ce165670e2febf4","CHROMIUM: virtwl: add pipe vfd support",
"14ff4f577a70b724f62c176d8c0dcfe598dbe9e1","CHROMIUM: virtwl: fix double free in error path for virtwl_ioctl_recv",
"9eff02fa8d03d4c4656bbfa86c6d69683c4d6786","CHROMIUM: virtwl: add dmabuf sync ioctl",
"476a3fbd78b2f141fb03d40b5e62247a876239be","CHROMIUM: virtio/wl: Fix locking order in do_new()",
"57564855b657110399e23d1da4414ad2e59b76ab","CHROMIUM: virtio/wl: Fix a missing mutex unlock in error path",
"4a77ff19aca5bec5706975b4b392ca5bff9213dd","CHROMIUM: virtio/wl: Unlock vfd->lock before freeing it",
"616d713998037e7384c3157f78a3a2f1533f8cb7","CHROMIUM: virtio/wl: Always update *vfd_count on recv, if given",
"c98c75d89d1ea78b17c1f94384d843647e652905","CHROMIUM: usb: quirks: add NO_LPM quirk for plankton",
"7a5b9680c97c232bf84d6cb4f63e31d7c3a1b24a","CHROMIUM: HACK: xhci: Increase the reset handshake timeout",
"5990b1bae6704ef3a5dedbf1c5c36cf97f1e7246","CHROMIUM: usb: quirks: add NO_LPM quirk for Logitech Screen Share",
"3515d44271005e4276229371649724a188dec5d8","CHROMIUM: x86: print out initial usec value calculated from TSC and CPU HZ",
"13e6cb81d7c7f24491671f3f47fef4d525866dce","CHROMIUM: msr: whitelist the i915 thermal control for wrmsr",
"a09c0964fdc8c77792ba453be7cb11a71323128c","CHROMIUM: X86: Explicitly add -fomit-frame-pointer to boot/compressed.",
"d58960a4d787c903e13ae16e1503f71a0a66d62c","CHROMIUM: x86: add delay after acpi_reboot",
"59c956983063cd940b0bdb7be8f6a527f3cb1c2f","CHROMIUM: Normalize defconfig",
"8c44e89ecf091bb53ee252acd046bf15d92aa0f1","CHROMIUM: Take grunt out of the COMMIT-QUEUE.ini",
"7d68eafde8fd4a08c170ee58bf27262fc1e09cba","CHROMIUM: config: normalize after dropping CONFIG_CHROMEOS_OF_FIRMWARE",
"4255405224fb6a7c1b1e72ececd2f79b1794bd39","config/x86: Enable CONFIG_PINCTRL_ICELAKE=y",
"34b532e47bbd774ff40c56667354c7218c57b494","CHROMIUM: config: Enable RESET_QCOM_PDC for Qualcomm boards",
"55047b053e6181ef48d05bbce43e17915cfeeff2","CHROMIUM: config: Normalize configs",
"78ed92f6c4418b13c06b42d16dce3451b3bdb4c5","CHROMIUM: config: Enable Realtek PCI-E SD card driver",
"b7ec7fb624dfc8d07e722cf2e0e72ff82ebaec7b","CHROMIUM: low-mem: Fix return type of low_mem_notify_poll",
"bf074f2e9bdc0274e4a31073a31b3e19aae335cb","CHROMIUM: tpm: cr50_i2c: Add TPM_OPS_AUTO_STARTUP flag",
"90d418eeb854d05d6821faa2d7125594044941d2","CHROMIUM: config: increase NR_CPUS to 8",
"ca2f362ec9d647ab0b368f0031926d59d4b24fdf","CHROMIUM: config: normalize config",
"1295899fa1d96667e46bb6fdd345260a8dbdce51","CHROMIUM: config: Normalize (CONFIG_UDMABUF)",
"e29c8fc2d50fb34b5fdd0cd3f5c77a01257faaed","CHROMIUM: config: Normalize (PINCTRL_MT...)",
"b2e1f141f501aa530dfc6572751827fe0a7489ec","CHROMIUM: config: Normalize (CONFIG_CROS_USBPD_LOGGER)",
"da01ac36fccbf36ac6ce35b1ce011273aa2b1d10","CHROMIUM: config: Normalize (CONFIG_ROCKCHIP_RGB)",
"24fce82108902059c6d65e0bd50aa3e420c89747","CHROMIUM: config: Normalize (CONFIG_DRM_TOSHIBA_TC358764)",
"d589a99f3bd55e3cbdf46772454fe2df397666dd","CHROMIUM: arch: configs: renormalize termina configs",
"0c918284c7f039073ae9ec7b0a8071fd10212c47","CHROMIUM: config: Normalize configs",
"ab36db74baf3f990ec9f67a1f9f2f07ff7e233f5","CHROMIUM: config: Change default governor from performance to powersave",
"da4ccb86ec34df92ea62f6f4c7d5315fdddcb2b8","CHROMIUM: arch: configs: Enable xhci driver in termina",
"c5227784b3f7feb3630b62b4a4914d506d399536","CHROMIUM: add openat to altsyscall test list",
"a405a397652164b46b2a83fcbfb0e6e0508f8061","CHROMIUM: ASoC: max9892x: Add documentation for reset-gpio support",
"1f07f0f619b17a36116c7ac5e216350707022689","CHROMIUM: ASoC: max98927: Add reset-gpio support",
"20dfab2f11c66db16c60b6b8a4fcb0458e00538e","CHROMIUM: Normalize configs",
"0eb6b6b675243574a600e3a3030d13b8b1285c4f","CHROMIUM: Enable INTEL_ISH_HID module",
"7bc370e1a483b2b7abc659cd5f032d78bd0d4b15","CHROMIUM: configs: skip raid6 benchmark in VM kernel",
"15041590a9bdf705eb73d0c3e4e5f39bcef5e9bb","CHROMIUM: config: Enable kaslr on arm64",
"048d3f377bf14e2f3a3b2a0b70fc3a645d20ceab","CHROMIUM: config: Turn on CONFIG_MSM_GPUCC_SDM845 config",
"ef308351111448158cb4e5171709a0cb531f1fcd","CHROMIUM: config: Set cpufreq perf gov to default for arm64",
"b0ec11c21bbde638f64b322f376569da44af72dd","CHROMIUM: arch: configs: enable FUSE for VMs",
"f40e421a29c3872979b72802daacb197fdaa4a41","CHROMIUM: add WARN print statement to chromiumos LSM",
"cfb3decc73534610a929cd8fcf4e7084d6f20686","CHROMIUM: config: Add CONFIG_INTERCONNECT to Qualcomm",
"cc7b64ae39144455c19cd2004fd2ab51fd688e8c","CHROMIUM: config: Turn on CONFIG_SDM_LPASSCC_845 config",
"0830cfb806ff428c0fa3dcbe9523d7aaa77c8825","CHROMIUM: add arm64 userspace set*uid calls to chromiumos LSM",
"490ec28c3644d493047be996d650706a4600683e","FIXUP: CHROMIUM: drm/mediatek: Add interface to allocate Mediatek GEM buffer",
"67bf13e5f1ec05c3a250a0bee2ac59640ed55188","CHROMIUM: config: enable QCOM_CPUFREQ_HW",
"91d048a16723f0c576d930d18c25b22852e54936","CHROMIUM: config: Renormalize CONFIG_MM_METRICS",
"402feb70395ba74173db99a39cdba2e821264bed","CHROMIUM: config: Renormalize CONFIG_SND_SOC_INTEL_SKYLAKE_COMMON/HDAUDIO_CODEC",
"adb2e8cc8d772bd9b51fa15093820e2cf69c1415","CHROMIUM: config: Enable Mali GPU configs",
"847ddb58b4107383b0016b6d6727d9d5cc67ea70","CHROMIUM: config: Renormalize CONFIG_DRM_AMD_DC_DCN1_01",
"c8f9690a35311cc2f5b960bae67f2d4255fde494","CHROMIUM: config: base: make CONFIG_HID_MULTITOUCH builtin",
"34db3974704b53a869e247f6fd0366b6f0af2dde","kukui: Add to pre-cq kernel 4.19 config",
"85265fac8c2ce277b89509c398de142ad871dd78","CHROMIUM: MALI: mali_kbase_vinstr: Use wait_event_interruptible",
"aa0042e1c299202de6ea7ddbfa717ef60b394d9c","CHROMIUM: add new ""complete"" whitelist to alt-syscall",
"11a93b73abe7df1fb77b5ec4ee151676457a3cd9","CHROMIUM: virtwl: send foreign id support",
