"Local SHA","Local Subject","Reason",
"4492929d87313f9e543bd4ea5c8a9216f8b66fa4","ANDROID: nfc: fdp: Fix possible buffer overflow in WCS4000 NFC driver","ANDROID",
"79b119f8e00c7f57771ed4339c88064596c8130d","ANDROID: NFC: st21nfca: Fix memory OOB and leak issues in connectivity events handler","ANDROID",
"b03c15908172d4f6804cffc520c07c6f28838f6d","ANDROID: of: Support CONFIG_CMDLINE_EXTEND config option","ANDROID",
"827b79d0e714c3ada7960b8ce7b4c02fa8f49ab8","ANDROID: arm64: copy CONFIG_CMDLINE_EXTEND from ARM","ANDROID",
"12735c7efa049a3d268d326ab447880e9bea88ea","ANDROID: power: power_supply: Add custom property for USB High Current mode","ANDROID",
"78e3d2305d0ba9cdac3316d6f19f8a2ea39bc5d7","ANDROID: power: power_supply: add POWER_SUPPLY_PROP_USB_OTG","ANDROID",
"44cf4d5c5fc0aec8710f8bc239883837e3814d68","ANDROID: power: power_supply: add POWER_SUPPLY_PROP_CHARGE_ENABLED","ANDROID",
"62bffebfcd2848faa6d7e85eb4cd9db1d3b177e6","ANDROID: power: power_supply: Add property CHARGE_COUNTER_EXT and 64-bit precision properties","ANDROID",
"d99dfffb06d060dcfbd86f5cf0360cfe7de67023","ANDROID: power: wakeup_reason: add an API to log wakeup reasons","ANDROID",
"190e5ee5085869007d6f710daa363c17c11d0c2b","ANDROID: power: wakeup_reason: Add guard condition for maximum wakeup reasons","ANDROID",
"0efcbf6eaef429837eb229f96b44a5a032418a46","ANDROID: power: wakeup_reason: Avoids bogus error messages for the suspend aborts.","ANDROID",
"31d5ac8ab75387f1bbbb4a014217ff4dfbc90b35","ANDROID: power: wakeup_reason: Adds functionality to log the last suspend abort reason.","ANDROID",
"29c2b1132127d16e2f866773d2f3a6cf758fceb7","ANDROID: power: wakeup_reason: Report suspend times from last_suspend_time","ANDROID",
"18f16120c095fbe8c43d9b296b7d1bf122a07948","ANDROID: power: wakeup_reason: fix suspend time reporting","ANDROID",
"3e92e6f7d868cc2e4a2b4ea5e2373ea25c9d43bb","ANDROID: power: wakeup: Add last wake up source logging for suspend abort reason.","ANDROID",
"8353920ff2aa26535cd0014de5269299740381ea","ANDROID: power: wakeup: Add the guard condition for len in pm_get_active_wakeup_sources","ANDROID",
"5a5233d4149d69f6a1d355d5114e30278c1b21d1","ANDROID: security,perf: Allow further restriction of perf_event_open","ANDROID",
"4c04c41a8355311c4c343dbefb408c73ab2b1c3f","ANDROID: trace: sched: add sched blocked tracepoint which dumps out context of sleep.","ANDROID",
"2df17c38edade7e3c9c71b3312ce4d5e64318794","ANDROID: usb: gadget: f_accessory: Add Android Accessory function","ANDROID",
"705bbf6658b8d858a20a1573bc90be8287e87b26","ANDROID: usb: gadget: f_accessory: Add ACCESSORY_SET_AUDIO_MODE control request and ioctl","ANDROID",
"5c33a01b223261135e0436520a75a169e2a8c13a","ANDROID: usb: gadget: f_accessory: Add support for HID input devices","ANDROID",
"63b4eae8bcf99b979d894c6dd1f498e2309302a6","ANDROID: usb: gadget: f_accessory: move userspace interface to uapi","ANDROID",
"2d407e7f4e3623cde03e9c159d1488eb88a10a10","ANDROID: usb: gadget: f_accessory: Enabled Zero Length Packet (ZLP) for acc_write","ANDROID",
"2e0b3b0eda56d241b749ddd77ebde17dc5a293ee","ANDROID: usb: gadget: f_accessory: check for accessory device before disconnecting HIDs","ANDROID",
"3569d524d99aeaba37045b90859bf1658a190e34","ANDROID: usb: gadget: f_audio_source: New gadget driver for audio output","ANDROID",
"fedd27f62bc2aeff3fea5496e78a54b56e169060","ANDROID: usb: gadget: f_audio_source: change max ISO packet size","ANDROID",
"5738b2515e6808557f7dc2c557939c587143343d","ANDROID: usb: gadget: f_audio_source: Fixed USB Audio Class Interface Descriptor","ANDROID",
"cb4721d4f873df42293d8c46eabcc757d317f4ae","ANDROID: usb: gadget: configfs: Add usb_function ptr to fi struct","ANDROID",
"a502d26a4f1ff5539049a99f7c33773711f498cc","ANDROID: usb: gadget: configfs: Add Uevent to notify userspace","ANDROID",
"26c7297e64629cbf88b34ec5e7a0f2cddde38677","ANDROID: usb: gadget: configfs: Add function devices to the parent","ANDROID",
"2a7b9db81c9d1dade2b3ccfcd6e373318ea8644d","ANDROID: usb: gadget: configfs: Add ""state"" attribute to android_device","ANDROID",
"97ec53f6acb6a7d833912be5f798e1ff3a5ea576","ANDROID: usb: gadget: configfs: Add device attribute to determine gadget state","ANDROID",
"246e24d46525d0afbea9757040842ae273e2b1bb","ANDROID: usb: gadget: configfs: fix null ptr in android_disconnect","ANDROID",
"40b60b4498f67be31f2c9b4aaae153b553f65533","ANDROID: usb: gadget: f_audio_source: Move to USB_FUNCTION API","ANDROID",
"9ff1d91d0d24cb142cc2bfed283abf2484b0aeb8","ANDROID: usb: gadget: f_audio_source: Move gadget functions code","ANDROID",
"2e8801246794e6818645036147265c4577919003","ANDROID: usb: gadget: f_audio_source: disable the CPU C-states upon playback","ANDROID",
"971aa8cfa0e739a60d5433643c55c4eae6118c55","ANDROID: usb: gadget: f_accessory: Migrate to USB_FUNCTION API","ANDROID",
"0189f844adf05dc3e1991f39f3c78fa7017839ef","ANDROID: usb: gadget: f_accessory: Move gadget functions code","ANDROID",
"7331a72597b700caac00467c54128d90954ea94e","ANDROID: usb: gadget: f_accessory: fix false disconnect due to a signal sent to the reading process","ANDROID",
"a6b8d59fc15871271ae2b5ccc0e1e145e88b3b76","ANDROID: usb: gadget: f_accessory: Fix for UsbAccessory clean unbind.","ANDROID",
"e4581510e2ffc0960979d8d6f417f746b3c234b8","ANDROID: usb: gadget: f_accessory: assign no-op request complete callbacks","ANDROID",
"395f3ee3e889a19b471a3aa7420375ba218cc706","ANDROID: usb: gadget: f_midi: create F_midi device","ANDROID",
"3c02dc9b941b66ef1f94dcb0207f942955681510","ANDROID: usb: gadget: f_midi: set fi->f to NULL when free f_midi function","ANDROID",
"b7a02733271a316666fa4197054cc1825f03b89c","ANDROID: uid_cputime: Adds accounting for the cputimes per uid.","ANDROID",
"011b1a47fa3faf09085088cab78618e929f824f6","ANDROID: uid_cputime: fix cputime overflow","ANDROID",
"0543dc58f8412d9720739c51cf6df8f2ca18a384","ANDROID: uid_cputime: Iterates over all the threads instead of processes.","ANDROID",
"b1ef21410adc141727e07e7f715127709d39bd90","ANDROID: uid_cputime: Check for the range while removing range of UIDs.","ANDROID",
"c244cb4dc3423f28da49ce9f0c601ae2823753fc","ANDROID: uid_cputime: add per-uid IO usage accounting","ANDROID",
"4ed8012e6b824503db22dc381caafb7e2464b3c6","ANDROID: uid_sys_stats: rename uid_cputime.c to uid_sys_stats.c","ANDROID",
"e2fbcbd66863484862974dae76160841543b1add","ANDROID: uid_sys_stats: allow writing same state","ANDROID",
"1a03d57bcd5f7480d6b74029b347e6f66e51c6b5","ANDROID: uid_sys_stats: fix negative write bytes.","ANDROID",
"9425ebfb7fd353f11ea0941b62337ef235f15dd0","ANDROID: uid_sys_stats: account for fsync syscalls","ANDROID",
"986fed19565c6a2590f37fc5f9b94072816b9144","ANDROID: uid_sys_stats: change to use rt_mutex","ANDROID",
"22ea8e9a7f41866ba040b04eb26c43f686d4050a","ANDROID: uid_sys_stats: reduce update_io_stats overhead","ANDROID",
"ab444012f0e63175a7b8f20347693d6c0f76ce32","ANDROID: uid_sys_stats: fix access of task_uid(task)","ANDROID",
"14d2876e8b183deed18c823d15ecc8f71df27f83","ANDROID: uid_sys_stats: defer io stats calulation for dead tasks","ANDROID",
"8224b3f8273c5f62e50e9b3dbc1ccd3f21c99aa3","ANDROID: uid_sys_stats: Kconfig: add depends for UID_SYS_STATS","ANDROID",
"e56801d187fef48c64ee4fe160ba7fe7522d6fa2","ANDROID: uid_sys_stats: check previous uid_entry before call find_or_register_uid","ANDROID",
"908e265591cb3ca3d654c20e17f8d71d94fa7bb5","ANDROID: uid_sys_stats: log task io with a debug flag","ANDROID",
"883e6224a6467c1a2543320c8c865f0f99ca7cd4","ANDROID: memory_state_time: Implement memory_state_time, used by qcom,cpubw","ANDROID",
"d2e73f8ee178bc31d802ba4c7f87f1421e9a31b4","ANDROID: memory_state_time: fix undefined behavior with missing DT properties","ANDROID",
"1861f3b746f90ebe2881bf67fa5f4c571305ac3a","ANDROID: initramfs: call free_initrd() when skipping init","ANDROID",
"9cc4eea2090d865f22ae5d012de18eb3c70b6ea2","ANDROID: netfilter: xt_qtaguid: Fix 4.14 compilation","ANDROID",
"524d3b845299150413afa0a1eb1e5c05d1f329d0","ANDROID: uid_sys_stats: fix the comment","ANDROID",
"4bab34f98a179135efd7a3e34c5aa267cd3e2a05","ANDROID: Fix script to fetch android kernel config fragments for 4.14","ANDROID",
"66e43f275194ee238e3f6bbbf6331bbb441638aa","ANDROID: vfs: add d_canonical_path for stacked filesystem support","ANDROID",
"7aba20d098aece0485962d4543539f093d6e594b","ANDROID: vfs: Add setattr2 for filesystems with per mount permissions","ANDROID",
"c8f8e45939d51eada867ffef02844f9c3f59abc0","RFC: ANDROID: vfs: Add permission2 for filesystems with per mount permissions","ANDROID",
"81ddfe894887b712089b83456095865ad0d58c2e","ANDROID: xattr: Pass EOPNOTSUPP to permission2","ANDROID",
"69513bac7694f31c43c8fac9f61d360a7f0fb081","ANDROID: export security_path_chown","ANDROID",
"8a865d60dec948f7c5955a596576c24bcc1ff4a1","ANDROID: fs: Export free_fs_struct and set_fs_pwd","ANDROID",
"8a97e81e631ff3659d610ee5ad78e3a048d3496a","ANDROID: fs: Export d_absolute_path","ANDROID",
"6db7cb817c3feace57ca382d081b6638c1bf7251","ANDROID: mm: Export do_munmap","ANDROID",
"80a0776f32ba992a88d3c3cbd0874314a86e6813","ANDROID: fs: Export vfs_rmdir2","ANDROID",
"d440e09ca08ebd9b8454b70bd97f9b5a89488655","ANDROID: Revert ""fs: unexport vfs_read and vfs_write""","ANDROID",
"b07c5e2109813ec9569eec7fb0234e596cfbbd19","ANDROID: fsnotify: Notify lower fs of open","ANDROID",
"fc2a44d63037cdf66a8f2298e2a8606f85f3f392","ANDROID: qtaguid: Fix the UAF probelm with tag_ref_tree","ANDROID",
"dd61e08e1c0885aa0a1b4803d0872ac44e023ab8","ANDROID: uid_sys_stats: Copy task_struct comm field to bigger buffer","ANDROID",
"a26dffe777a3a846d5b2935166ae3dbe825b3c01","ANDROID: arm64: Image.gz-dtb build target depends on Image.gz","ANDROID",
"c1bd2e2d4e1d6e84a9bb67d64d38306a53abaa90","ANDROID: proc: Add /proc/uid directory","ANDROID",
"8764a162e7ae3940b63bc7ac0cb72ec8a418e51c","ANDROID: mm: fix filler function type mismatch","ANDROID",
"4f5883a360ed4348bd86b9a65dff9d617695e79f","ANDROID: fs: fuse: fix filler function type mismatch","ANDROID",
"3af1bb9b3864dff0cb2a51e34437e2c46ababe98","ANDROID: fs: nfs: fix filler function type","ANDROID",
"a38569793e457a59852e59ef684108d0b7d583f9","ANDROID: fs: afs: fix filler function type","ANDROID",
"beda7a698000723a7cedf24f3a92d6097950d815","ANDROID: fs: gfs2: fix filler function type","ANDROID",
"9fb364b1f14c7342b39ab990c552759f4a6eb944","ANDROID: proc: fix undefined behavior in proc_uid_base_readdir","ANDROID",
"d146e85102bff0aca14f34bbaddd23fda97b4747","ANDROID: add extra free kbytes tunable","ANDROID",
"7f580f9692d4006e00f80b516317514043446a50","ANDROID: Add kconfig to make dm-verity check_at_most_once default enabled","ANDROID",
"769b81447964b283455dfef8e6780aca6e3bd2b5","ANDROID: xt_qtaguid: Remove unnecessary null checks to device's name","ANDROID",
"af44575e10cd10e4d6e928eef98fc4b2fdbd167a","ANDROID: mnt: Fix next_descendent","ANDROID",
"aa02bd7bac6001fccc19d4cf0f8092a679e8f56c","ANDROID: uid_sys_stats: Replace tasklist lock with RCU in uid_cputime_show","ANDROID",
"c5f95d67b8c8496d4d80af843679cc451aaff21d","ANDROID: verity: fix android-verity Kconfig dependencies","ANDROID",
"4314bfd9311d20c7bf6a60817ae8486ebe81b38d","ANDROID: android-verity: Add API to verify signature with builtin keys.","ANDROID",
"6d580165ebc90ddd84dbcdaa7ab08d05b7f1f6c1","ANDROID: android-verity: Make it work with newer kernels","ANDROID",
"b6d6c02c6b2a0cbdd092682f45fab0cbb2e88b15","ANDROID: android-verity: Fix broken parameter handling.","ANDROID",
"ab9c3785e0ce459ba0ad3456b5780af4f2cb01ce","ANDROID: verity: really fix android-verity Kconfig","ANDROID",
"1183bbba7c80acfb5ab39443e9401c47c8ed153b","ANDROID: ftrace: fix function type mismatches","ANDROID",
"08a4cca3eb2c9ef739ec6bdf6f6b7f628a66808c","ANDROID: remove android config fragments","ANDROID",
"9553cc58b570faf1440cc99084487ec4cbe4bb3e","FROMLIST: ANDROID: binder: Add BINDER_GET_NODE_INFO_FOR_REF ioctl.","ANDROID",
"2908dea2972f20a41357c85913c0a7e6b6af0de8","RFC: ANDROID: net: ipv4: tcp: Namespace-ify sysctl_tcp_default_init_rwnd","ANDROID",
"335d351f9a3fca46887c221ea370e0fbf41e7d1d","RFC: ANDROID: net: ipv4: sysfs_net_ipv4: Fix TCP window size controlling knobs","ANDROID",
"d8b07a6df7b31df2404fe729ac0e94e3824bbbca","RFC: ANDROID: proc/uid: switch instantiate_t to d_splice_alias()","ANDROID",
"0da3f8bffddae46dc93ccfc6d53012075a9c9c8c","RFC: ANDROID: net: ipv6: Flip FIB entries to fib6_info","ANDROID",
"e87dd67087a7c7bcfc5c15fca5c428a29ff33517","ANDROID: sched: Prevent unnecessary active balance of single task in sched group","ANDROID",
"68ae68cf208110d2a9b48cb52b81b61b0a1b1c78","ANDROID: sched: Enable idle balance to pull single task towards cpu with higher capacity","ANDROID",
"533246b36cd2fbf21bdf27ae432e2fef5d248128","ANDROID: arm, arm64: Enable kernel config options required for EAS","ANDROID",
"fa4bc9d3939f4f9c53494c774fb8b1a5ae8c1ea2","ANDROID: arm64: dts: juno: Add dynamic-power-coefficient properties","ANDROID",
"b458f5c1fcb6d419b9ddf965b90ee9d62dc31b3a","ANDROID: arm64: dts: juno-r2: Add dynamic-power-coefficient properties","ANDROID",
"83ea98470e0f045882fc1f7a2d509dcfc4d3806c","ANDROID: arm: dts: vexpress-v2p-ca15_a7: Add dynamic-power-coefficient properties","ANDROID",
"ae25c14257e41aedede3263e73394407a7ad3bff","ANDROID: cpufreq: scmi: Register an Energy Model","ANDROID",
"7f1f9ec72cbbd80470f22591009960ade9b40eef","ANDROID: drivers: Introduce a legacy Energy Model loading driver","ANDROID",
"b0d19c6f6707e0ddcd6bd5a243f67301582eea00","ANDROID: sched: fair/tune: Add schedtune with cgroups interface","ANDROID",
"0241b5c1dd5280cfb32d40e59d1f19a8d50450d6","ANDROID: sched, cpuidle: Track cpuidle state index in the scheduler","ANDROID",
"c7514c50aeb82ea91af32ba4deb0eec9497e7ae6","ANDROID: sched: Introduce sysctl_sched_cstate_aware","ANDROID",
"de9f4a46d6e886123a8007f82df70752a4487923","ANDROID: sched/fair: Factor out CPU selection from find_energy_efficient_cpu","ANDROID",
"506c98d03f5707d57954308913cb7bab8fa9157e","ANDROID: Add find_best_target to minimise energy calculation overhead","ANDROID",
"eae9b65189f789c5dcc38165fa2faf8ca09e5810","ANDROID: sched: Unconditionally honor sync flag for energy-aware wakeups","ANDROID",
"586df0cbb58ce73b3d146c00d5ef3f903c3ac2a4","ANDROID: sched: fair: Bypass energy-aware wakeup for prefer-idle tasks","ANDROID",
"3274870a50a81b24576cfca22989355f813aaf6a","ANDROID: sched/fair: Bypass energy computation for prefer_idle tasks","ANDROID",
"e905babfb75bcca7d02fb93c81071d3c7e4cdfed","ANDROID: sched/fair: add arch scaling function for max frequency capping","ANDROID",
"1f9816a5e198bdcb088ce91303787b62a1931dea","ANDROID: implement max frequency capping","ANDROID",
"992a35b68fd611b27f633d29cb938a49533edf34","ANDROID: arm64: enable max frequency capping","ANDROID",
"da81b1664b8609bb621f1d9b92b1e639dd6f5ce1","ANDROID: arm: enable max frequency capping","ANDROID",
"2b98b9f66c93cd11289ffe3ff3098c34800b06fc","ANDROID: sched: Update max cpu capacity in case of max frequency constraints","ANDROID",
"0a2cde6addd0e540c460aaa98425b330f2daeffb","ANDROID: cpufreq/schedutil: Select frequency using util_avg for RT","ANDROID",
"0371b85909cecd58c6e80c30ed2f1cd75878fbd0","ANDROID: cpufreq/schedutil: add up/down frequency transition rate limits","ANDROID",
"230892083c461b0693b8da2fcca0dd3d0b8f2c6f","ANDROID: sched/fair: Attempt to improve throughput for asym cap systems","ANDROID",
"0280c058bd3947d1af300f718730f0e057af4217","ANDROID: sched/fair: Don't balance misfits if it would overload local group","ANDROID",
"ae199ea80460fef10de54464a4b51d8d7115fdf1","ANDROID: sched/fair: Also do misfit in overloaded groups","ANDROID",
"28a853d05f4be9decdf9e52e6428939efa99ee66","ANDROID: sched/autogroup: Define autogroup_path() for !CONFIG_SCHED_DEBUG","ANDROID",
"b78853a18f0d6e87850203751b76b514792f8f05","ANDROID: sched/events: Introduce cfs_rq load tracking trace event","ANDROID",
"b9539156e26dfda9acb598d10b57c793d4e3c824","ANDROID: sched/events: Introduce sched_entity load tracking trace event","ANDROID",
"1d4ab0419502cc3ed1092c39734078089010f392","ANDROID: sched/events: Introduce task_group load tracking trace event","ANDROID",
"139227f24a89d529c550d078ce2dd7a7c0d3d667","ANDROID: sched/events: Introduce util_est trace events","ANDROID",
"de1a5d321f391637a2e7269f3b5f93f9cef49dbf","ANDROID: sched/events: Introduce find_best_target trace event","ANDROID",
"2bc526ced77d42affa952312f0df3c6477989154","ANDROID: sched/events: Introduce schedtune trace events","ANDROID",
"c1ccd1a749b2a7144a5cd819851d859e9277149b","ANDROID: sched/events: Introduce rt_rq load tracking trace event","ANDROID",
"397ca1f1f1e533de46065fd78da8deea5ad28a33","ANDROID: sched/events: Introduce overutilized trace event","ANDROID",
"a0d030332eedf00a566c16a29ee3fff32d2d98d1","ANDROID: arm64: defconfig: Enable CONFIG_SCHED_TUNE","ANDROID",
"f368f3ff93fd6a25adc266105cdb81f11e6b55a6","ANDROID: sched: Make the cpu_util* accessors available without sugov","ANDROID",
"a108fd39624b6670f8b0f24e6536c02f5768bd4a","ANDROID: sched/rt: Add schedtune accounting to rt task enqueue/dequeue","ANDROID",
"d628a56e9ea499cdd325a8df27937d129d822009","ANDROID: Add hold functionality to schedtune CPU boost","ANDROID",
"8d3d5d5441c57a2ceb645fd373998967317b3ab4","ANDROID: thermal: cpu_cooling: Migrate to using the EM framework","ANDROID",
"2156121cd31a8bc4e3ac87a126c6f876cf48c334","FIXUP: UPSTREAM: drm/bridge: add support for sn65dsi86 bridge driver","squashed into 24be5671b3b2d1aac8607c6c989f6ea92023b9f9",
"8e248fe4cd4def1cb9eed2a9080d899ad992dd0b","FIXUP: CHROMIUM: ASoC: max98090: Enable DMIC at playback when selected","squashed into b0fa9ee035b70f22e88df163bc54d12c04d87a15",
"d7929e9fcc97e2e2610117f2a136ca393ef22684","FIXUP: CHROMIUM: Add process mgmt security policies to chromiumos LSM","squashed into 65cd67231ce06e5f562f68e9367839fcb81d4edc",
"495eaf190c29f9af885abb7bb328b51e660e60ca","CHROMIUMOS: iwl7000: add driver","IWL7000",
"3c5ede29d474c97b51d8e3cc651f3339e59a8c92","CHROMIUM: iwl7000: bump FW API to 44 for 9000 and 22000 series","IWL7000",
"a03ba928a8f7096a91d7afae7e727718660a5922","CHROMIUM: iwl7000: mac80211: suspicious RCU usage fix","IWL7000",
"c45a3b23de9a839641eca882bd2c3cf30f455a1d","CHROMIUM: iwl7000: chromeOS: also use our hardcoded WMM rules on chromeos-4.4","IWL7000",
"caa0fe112b7d8bbdebe3ac787c885831443c692d","CHROMIUM: iwl7000: pcie: make array 'prop' static, shrinks object size","IWL7000",
"464f27343640f802550740ecf41965e7d7ac4a4e","CHROMIUM: iwl7000: Revert ""iwlwifi: pcie: clarify the used/empty/free list counters""","IWL7000",
"95e5da1381cd7562288be75ffd9aa6689a36cc99","CHROMIUM: iwl7000: wrt: remove number of tx and rx fifos from dump","IWL7000",
"720a3450b2a3a32a4e047e6eea95b2d638868c69","CHROMIUM: iwl7000: mvm: remove odd tsf_delta","IWL7000",
"394a7fa556c523cf8b34f221f1427d6cf81dace5","CHROMIUM: iwl7000: ieee80211: add bits for TWT in Extended Capabilities IE","IWL7000",
"ae2b054007bfd42ece4fb10f86140281212e92f2","CHROMIUM: iwl7000: wrt: add to dump number of lmacs, lmac1 and umac error id","IWL7000",
"c81a04ccae4773b2986f59020af92a6e551c0041","CHROMIUM: iwl7000: mvm: advertise support for TWT in the Extended Capability IE","IWL7000",
"6df68d93a899e9d5fb1012d818914be2ee7df02f","CHROMIUM: iwl7000: mac80211: propagate the support for TWT to the driver","IWL7000",
"7337f46719f063dcf633bd7ac024fc104d6abc1e","CHROMIUM: iwl7000: mvm: rely on mac80211 to configure TWT support","IWL7000",
"c0dbc564c92cb6882b96531de05efca9bb030d46","CHROMIUM: iwl7000: Merge remote-tracking branch 'local_auto/master' into merge","IWL7000",
"d09c7b0691e744b8340ef892927361947aabd471","CHROMIUM: iwl7000: Merge remote-tracking branch 'auto/master' into merge","IWL7000",
"5da4b72f052f99bbfd85e12917b6b16a101cb012","CHROMIUM: iwl7000: Merge remote-tracking branch 'auto/master' into merge","IWL7000",
"d1044720010bd3c45595b7cacfb007af7d30a441","CHROMIUM: iwl7000: chromeOS: fix 4.17+ breakage due to NL80211_STA_INFO_ACK_SIGNAL_AVG","IWL7000",
"0c90bb8aef6d363bdc09e959aec8312e636231a9","CHROMIUM: iwl7000: don't load 37.ucode for 8000 series","IWL7000",
"c8407af95e6e91d14d52eef8dcef1546c2f8c39d","CHROMIUM: iwl7000: Revert ""iwlwifi: pcie: add RBDs to allocator ownership in multiples of 8""","IWL7000",
"3ef62817edc128d09125e600ec0d5557865f92d4","CHROMIUM: iwl7000: add PCI IDs for the 22260 device series","IWL7000",
"278de0f5bc70d0f2fabcf25026d060809a86f1e6","CHROMIUM: iwl7000: add 22260 vendor ID for empty OTP","IWL7000",
"cff27026cde023d8c814a4036a8d56127fd217d0","CHROMIUM: iwl7000: don't replace 22260 config with 22000","IWL7000",
"6549b3249a4e0de1e44b8be7d7d2484596d3cac6","CHROMIUM: iwl7000: chromeOS: fix cfg80211_sinfo_alloc_tid_stats() backport","IWL7000",
"efee99ee11a5554a5d4222ca80701936a7b93291","CHROMIUM: iwl7000: mvm: use debugfs option to override FTM request timeout","IWL7000",
"3f99c206b6c4efe7799e304e217fd88d2ffd55ef","CHROMIUM: iwl7000: pcie: recognize NICs with hw_rev 0x364 correctly","IWL7000",
"c959ad26642c8e2c343844d38af7e563fa694fa2","CHROMIUM: iwl7000: chromeOS: remove genlmsg_nlhdr() backport","IWL7000",
"ebbcc9eb1d1e12ba79fae49ee9f072eb189359f1","CHROMIUM: iwl7000: mvm: set STATUS_FW_ERROR bit in case of assert during D3","IWL7000",
"436e1d8eef79e8d649ca3d111911e758cb6b0905","CHROMIUM: iwl7000: mvm: fix wrong DCM TLC config","IWL7000",
"a950316e247f20dd60db0888c87e4cb89ebcaef6","CHROMIUM: iwl7000: xvt: update iwl_xvt_is_unified_fw","IWL7000",
"07c84cc1408e4bede0b0b9d804dddd5b9dca3eaa","CHROMIUM: iwl7000: mac80211: update HE operation fields to D3.0","IWL7000",
"638b22302cf517d255ae98bc60dc7b2c47c54128","CHROMIUM: iwl7000: remove doc about inexisting trans status","IWL7000",
"5446f1dad095b396a18df3602f3b49fd127f49aa","CHROMIUM: iwl7000: correct one of the PCI struct names","IWL7000",
"a4f7994dcfd722e96278a0e35f6af6d39086450d","CHROMIUM: iwl7000: add new cards for 22560, 9260 and killer series","IWL7000",
"99fa09a767ba81b1831a4c2d9df7655cee415257","CHROMIUM: iwl7000: mvm: fix firmware statistics usage","IWL7000",
"ef2360ee4ada127aa375154c5bbf02b16672870f","CHROMIUM: iwl7000: remove support for 9000 A-step devices","IWL7000",
"d9f9cd84690e7299a4086d6b5aa5b47a4e3ed9d4","CHROMIUM: iwl7000: pcie: remove unnecessary iwl_pcie_enable_rx_wake() function","IWL7000",
"102d6e588ffeeb47917b3402f11256c08b7c44cd","CHROMIUM: iwl7000: pcie: remove suspend/resume workaround for 9000A devices","IWL7000",
"fc7a6a1d78d61abb87371ff2279662655183d84a","CHROMIUM: iwl7000: xvt: change iwl_xvt_user_cmd_execute logs","IWL7000",
"2a04b9feec5917b6c12f7c4023d626edef37d7d5","CHROMIUM: iwl7000: chromeOS: fix cfg80211_sinfo_alloc_tid_stats() backport (again)","IWL7000",
"b2d71722e90a60f93f9dddaab123aeca9600d31f","CHROMIUM: iwl7000: mvm: fix regulatory domain update when the firmware starts","IWL7000",
"03eb835016084732296d4d6562cede4a1c103431","CHROMIUM: iwl7000: chromeOS: fix wmm backport for 4.17 and 4.18","IWL7000",
"61ddf6196bcbbc912db1b61a9b5e0c172b5d6ce1","CHROMIUM: iwl7000: chromeOS: fix definition of free_bucket_spinlocks()","IWL7000",
"be39d7d305ff1ef7293b255188d14ea93a892328","CHROMIUM: iwl7000: fix D3 debug data buffer memory leak","IWL7000",
"f9279ee7fc6bdb586ff11ee843a3aeb749ea4b95","CHROMIUM: iwl7000: wrt: add 22000 device familiy prph dump support","IWL7000",
"c961fd214c9e7f4ceb359684e9c0d7b750c29823","CHROMIUM: iwl7000: chromeOS: check wmm rules change on 4.18.13","IWL7000",
"0424d983af5923a1f76a33237cc0a88fc90f3225","CHROMIUM: iwl7000: chromeOS: fix wmm_rule.ap access in newer kernels","IWL7000",
"0b2ddbc7f2e7bc75800408652774fb6516ce7d9d","CHROMIUM: iwl7000: mvm: make NVM access actually fail on failures","IWL7000",
"775039fdfaf97af4e7c3567933ee01d6bf1a59a5","CHROMIUM: iwl7000: mac80211: free skb fraglist before freeing the skb","IWL7000",
"f68b0626beaaf076a9e28dcf13945a81ad273664","CHROMIUM: iwl7000: mvm: support mac80211 TXQs model","IWL7000",
"d7e4e666a1d0db3a960461054b81c2b16990227f","CHROMIUM: iwl7000: mvm: support mac80211 AMSDU","IWL7000",
"9ce84dba97efdf721cefc64613a2f3677bea2398","CHROMIUM: iwl7000: chromeOS: make pertid an array in < 4.18","IWL7000",
"1f6c111e69f759b8c0fe13e257950c2877bc5eef","CHROMIUM: iwl7000: mvm: don't use SAR Geo if basic SAR is not used","IWL7000",
"34586109abcb76658ff5acf438223c8bed9bead3","CHROMIUM: iwl7000: mvm: fix values in the table example","IWL7000",
"da11a3a74f1f67327108b9749f5c4e85286cf1b8","CHROMIUM: iwl7000: use kmemdup in iwl_parse_nvm_mcc_info()","IWL7000",
"a189ffec652147ef42d83d95e3ce29096f1e58f5","CHROMIUM: iwl7000: mac80211: don't build AMSDU from GSO packets","IWL7000",
"0856599b5237f973bc482da9716250d25378be0c","CHROMIUM: iwl7000: mvm: bring back mvm GSO code","IWL7000",
"fa9ff49e55885fb114968d778e0d494e71de7c42","CHROMIUM: iwl7000: mac80211: document RCU requirements for ieee80211_tx_dequeue()","IWL7000",
"13bec78ee1ceb9ccad4496bd59b5ea8f272054e2","CHROMIUM: iwl7000: mvm: correctly initialize AMSDU size","IWL7000",
"2b1caad34b7f5099249d7bc6018aa438710cd53e","CHROMIUM: iwl7000: mvm: Flush transmit queues on P2P Device ROC done","IWL7000",
"409532dd6d86408e0dd4c0ae2101a668993cdc50","CHROMIUM: iwl7000: mvm: Set Tx rate and flags when there is not station","IWL7000",
"031c49a1c250f3b1d05e834717c8d64df25ed5ad","CHROMIUM: iwl7000: mvm: Do not set RTS/CTS protection for P2P Device MAC","IWL7000",
"21e4acea9819f5eac43f0300ff5f360f1a530eae","CHROMIUM: iwl7000: update hcmds documentation","IWL7000",
